id,company,campaign_type,target_audience,duration,channel_used,conversion_rate,acquisition_cost,roi,location,language,clicks,impressions,engagement_score,customer_segment,date,engagement_rate
168,Nexgen Systems,Display,All Ages,30 Days,Website,0.12,"$11,879.00 ",8,New York,Spanish,568,4997,6,Outdoor Adventurers,6/17/2021,11.3668
169,Techcorp,Influencer,Women 25-34,60 Days,Email,0.03,"$12,183.00 ",4.36,Los Angeles,English,421,6087,10,Tech Enthusiasts,6/18/2021,6.9164
170,Techcorp,Search,All Ages,30 Days,Google Ads,0.07,"$10,690.00 ",5.41,Los Angeles,English,797,1306,9,Foodies,6/19/2021,61.026
171,Techcorp,Social Media,Men 25-34,30 Days,Website,0.06,"$12,886.00 ",4.62,Miami,Mandarin,668,2507,8,Foodies,6/20/2021,26.6454
172,Innovate Industries,Influencer,Men 25-34,15 Days,Google Ads,0.09,"$10,854.00 ",6.1,Houston,English,303,9453,2,Health & Wellness,6/21/2021,3.2053
173,Datatech Solutions,Influencer,All Ages,15 Days,Youtube,0.11,"$7,170.00 ",3.76,Los Angeles,German,540,6422,8,Foodies,6/22/2021,8.4086
174,Innovate Industries,Display,Men 25-34,45 Days,Google Ads,0.15,"$17,414.00 ",6.9,Los Angeles,French,801,8439,5,Foodies,6/23/2021,9.4916
175,Innovate Industries,Search,Men 18-24,15 Days,Instagram,0.1,"$12,272.00 ",5.29,Los Angeles,French,436,7817,7,Outdoor Adventurers,6/24/2021,5.5776
176,Innovate Industries,Social Media,All Ages,15 Days,Website,0.09,"$6,489.00 ",2.22,Chicago,English,683,9143,6,Foodies,6/25/2021,7.4702
177,Innovate Industries,Display,Women 35-44,60 Days,Youtube,0.08,"$19,732.00 ",6.06,Chicago,English,862,6773,1,Tech Enthusiasts,6/26/2021,12.727
178,Alpha Innovations,Social Media,All Ages,45 Days,Youtube,0.09,"$17,837.00 ",3.84,Houston,English,944,9536,6,Foodies,6/27/2021,9.8993
179,Innovate Industries,Display,All Ages,45 Days,Email,0.13,"$11,954.00 ",4.91,Miami,Mandarin,241,9184,8,Foodies,6/28/2021,2.6241
180,Alpha Innovations,Display,Women 35-44,30 Days,Google Ads,0.01,"$16,862.00 ",6.29,Chicago,Spanish,200,1513,9,Tech Enthusiasts,6/29/2021,13.2188
181,Techcorp,Display,All Ages,45 Days,Email,0.07,"$8,076.00 ",4.29,New York,Mandarin,883,3400,8,Fashionistas,6/30/2021,25.9706
182,Datatech Solutions,Influencer,Women 35-44,15 Days,Facebook,0.06,"$19,143.00 ",2.58,Los Angeles,Spanish,690,1087,7,Tech Enthusiasts,7/1/2021,63.4775
183,Techcorp,Influencer,Women 35-44,15 Days,Instagram,0.06,"$18,350.00 ",3.2,New York,Spanish,372,3266,4,Health & Wellness,7/2/2021,11.3901
184,Datatech Solutions,Social Media,Men 18-24,45 Days,Email,0.06,"$12,315.00 ",3.97,Chicago,Spanish,505,4099,7,Fashionistas,7/3/2021,12.3201
185,Nexgen Systems,Influencer,Men 25-34,15 Days,Instagram,0.14,"$17,598.00 ",7.27,Chicago,Mandarin,961,8475,7,Outdoor Adventurers,7/4/2021,11.3392
186,Techcorp,Email,Women 35-44,30 Days,Instagram,0.05,"$19,545.00 ",2.57,Houston,German,209,1917,1,Health & Wellness,7/5/2021,10.9025
187,Nexgen Systems,Email,Men 25-34,60 Days,Email,0.13,"$14,231.00 ",6.28,Chicago,Mandarin,312,8509,3,Health & Wellness,7/6/2021,3.6667
188,Alpha Innovations,Influencer,Women 25-34,30 Days,Instagram,0.11,"$15,162.00 ",7.8,Chicago,German,360,6030,8,Tech Enthusiasts,7/7/2021,5.9701
189,Datatech Solutions,Social Media,Women 25-34,15 Days,Email,0.12,"$15,403.00 ",6.21,Houston,English,542,6792,6,Foodies,7/8/2021,7.98
190,Innovate Industries,Influencer,All Ages,15 Days,Email,0.06,"$5,363.00 ",5.46,Chicago,German,369,8511,8,Tech Enthusiasts,7/9/2021,4.3356
191,Datatech Solutions,Social Media,Women 35-44,60 Days,Website,0.12,"$13,903.00 ",2.46,Chicago,German,461,9733,9,Tech Enthusiasts,7/10/2021,4.7365
192,Techcorp,Influencer,Men 25-34,45 Days,Facebook,0.12,"$14,271.00 ",5.64,New York,Mandarin,842,2301,1,Health & Wellness,7/11/2021,36.5928
193,Datatech Solutions,Social Media,Men 25-34,30 Days,Google Ads,0.05,"$13,744.00 ",4.7,Miami,German,743,5155,5,Fashionistas,7/12/2021,14.4132
194,Nexgen Systems,Email,All Ages,15 Days,Google Ads,0.1,"$6,093.00 ",4.28,New York,Mandarin,423,1340,7,Foodies,7/13/2021,31.5672
195,Datatech Solutions,Email,All Ages,45 Days,Email,0.07,"$5,272.00 ",3.62,Chicago,Spanish,939,9590,9,Foodies,7/14/2021,9.7914
196,Datatech Solutions,Display,Women 35-44,30 Days,Youtube,0.02,"$6,208.00 ",7.31,Houston,Mandarin,257,9939,8,Health & Wellness,7/15/2021,2.5858
197,Innovate Industries,Influencer,Women 25-34,45 Days,Email,0.1,"$15,437.00 ",3.72,Los Angeles,English,683,4212,6,Tech Enthusiasts,7/16/2021,16.2156
198,Datatech Solutions,Display,Men 18-24,15 Days,Instagram,0.01,"$16,368.00 ",4.37,Los Angeles,Mandarin,433,8942,5,Tech Enthusiasts,7/17/2021,4.8423
199,Innovate Industries,Influencer,Men 18-24,45 Days,Email,0.14,"$10,939.00 ",4.79,Miami,Spanish,146,1404,3,Outdoor Adventurers,7/18/2021,10.3989
200,Techcorp,Influencer,Men 25-34,30 Days,Google Ads,0.02,"$16,312.00 ",2.63,Chicago,English,117,4406,7,Outdoor Adventurers,7/19/2021,2.6555
201,Innovate Industries,Search,Women 35-44,60 Days,Facebook,0.09,"$9,518.00 ",4.22,Houston,German,324,8445,6,Tech Enthusiasts,7/20/2021,3.8366
202,Datatech Solutions,Influencer,Women 35-44,45 Days,Instagram,0.13,"$16,258.00 ",5.83,Chicago,French,317,2305,10,Foodies,7/21/2021,13.7527
203,Datatech Solutions,Display,All Ages,30 Days,Email,0.1,"$7,176.00 ",7.27,Los Angeles,Spanish,472,7157,10,Tech Enthusiasts,7/22/2021,6.5949
204,Techcorp,Influencer,Men 18-24,45 Days,Google Ads,0.15,"$14,405.00 ",7.51,Los Angeles,French,896,7502,9,Foodies,7/23/2021,11.9435
205,Datatech Solutions,Influencer,Women 35-44,45 Days,Email,0.11,"$13,293.00 ",7.49,Chicago,Mandarin,132,1159,10,Foodies,7/24/2021,11.3891
206,Innovate Industries,Email,Men 18-24,15 Days,Website,0.12,"$14,318.00 ",3.69,Miami,Spanish,210,2135,3,Tech Enthusiasts,7/25/2021,9.8361
207,Techcorp,Social Media,Women 25-34,60 Days,Instagram,0.05,"$8,772.00 ",6.29,New York,English,209,6176,6,Health & Wellness,7/26/2021,3.3841
208,Datatech Solutions,Display,Women 25-34,45 Days,Google Ads,0.11,"$12,864.00 ",2.87,Los Angeles,English,280,2676,7,Health & Wellness,7/27/2021,10.4634
209,Nexgen Systems,Display,All Ages,15 Days,Google Ads,0.11,"$17,562.00 ",3.66,Chicago,English,308,6903,7,Health & Wellness,7/28/2021,4.4618
210,Innovate Industries,Display,All Ages,45 Days,Email,0.08,"$17,461.00 ",2.81,Los Angeles,Mandarin,554,8096,10,Health & Wellness,7/29/2021,6.8429
211,Datatech Solutions,Search,Women 35-44,30 Days,Website,0.08,"$19,366.00 ",7.94,Chicago,Spanish,868,8919,10,Health & Wellness,7/30/2021,9.732
212,Nexgen Systems,Social Media,All Ages,30 Days,Instagram,0.02,"$6,907.00 ",2.39,Houston,French,376,1503,5,Foodies,7/31/2021,25.0166
213,Datatech Solutions,Social Media,Women 25-34,45 Days,Email,0.15,"$16,540.00 ",2.72,Houston,Mandarin,264,3516,2,Foodies,8/1/2021,7.5085
214,Techcorp,Display,All Ages,60 Days,Email,0.05,"$5,020.00 ",7.67,Chicago,Spanish,773,3130,5,Health & Wellness,8/2/2021,24.6965
215,Alpha Innovations,Influencer,Women 25-34,45 Days,Youtube,0.06,"$13,697.00 ",2.79,Los Angeles,Spanish,999,2557,3,Health & Wellness,8/3/2021,39.0692
216,Alpha Innovations,Social Media,Women 25-34,30 Days,Email,0.14,"$19,308.00 ",4.39,New York,Mandarin,726,6296,5,Health & Wellness,8/4/2021,11.5311
217,Nexgen Systems,Search,Women 35-44,30 Days,Google Ads,0.11,"$13,185.00 ",6.06,Houston,English,614,9971,10,Fashionistas,8/5/2021,6.1579
218,Datatech Solutions,Email,Men 18-24,15 Days,Instagram,0.05,"$15,880.00 ",5.85,Los Angeles,Spanish,967,9549,5,Tech Enthusiasts,8/6/2021,10.1267
219,Techcorp,Search,Women 25-34,15 Days,Email,0.08,"$13,524.00 ",3.91,Los Angeles,Spanish,167,9596,10,Foodies,8/7/2021,1.7403
220,Innovate Industries,Influencer,All Ages,15 Days,Email,0.03,"$10,536.00 ",8,New York,Mandarin,924,3584,10,Fashionistas,8/8/2021,25.7812
221,Alpha Innovations,Email,Men 18-24,15 Days,Email,0.02,"$5,941.00 ",6.73,Miami,French,715,8580,2,Tech Enthusiasts,8/9/2021,8.3333
222,Alpha Innovations,Email,Men 25-34,15 Days,Instagram,0.09,"$12,239.00 ",2.98,Los Angeles,Mandarin,198,8847,2,Foodies,8/10/2021,2.238
223,Datatech Solutions,Search,Women 25-34,30 Days,Facebook,0.04,"$11,973.00 ",5.36,Los Angeles,Spanish,240,5611,6,Fashionistas,8/11/2021,4.2773
224,Techcorp,Display,Women 35-44,15 Days,Google Ads,0.1,"$5,697.00 ",7.76,Miami,German,285,3131,1,Foodies,8/12/2021,9.1025
225,Datatech Solutions,Email,Men 25-34,30 Days,Instagram,0.12,"$6,388.00 ",6.8,Houston,English,159,4073,7,Outdoor Adventurers,8/13/2021,3.9038
226,Nexgen Systems,Influencer,Women 35-44,60 Days,Facebook,0.15,"$10,330.00 ",2.83,Houston,French,153,5056,1,Foodies,8/14/2021,3.0261
227,Innovate Industries,Email,Men 18-24,45 Days,Instagram,0.08,"$5,429.00 ",6.93,Los Angeles,English,423,7289,1,Foodies,8/15/2021,5.8033
228,Techcorp,Influencer,Men 25-34,45 Days,Google Ads,0.15,"$16,318.00 ",5.39,Chicago,German,660,1268,1,Health & Wellness,8/16/2021,52.0505
229,Innovate Industries,Search,Men 25-34,60 Days,Website,0.08,"$10,475.00 ",6.46,Los Angeles,Mandarin,111,8357,6,Tech Enthusiasts,8/17/2021,1.3282
230,Alpha Innovations,Search,Women 35-44,30 Days,Instagram,0.02,"$14,610.00 ",5.38,Los Angeles,French,820,5111,4,Fashionistas,8/18/2021,16.0438
231,Datatech Solutions,Email,Women 35-44,15 Days,Facebook,0.1,"$9,636.00 ",5.08,New York,German,935,6946,2,Fashionistas,8/19/2021,13.461
232,Nexgen Systems,Email,Women 25-34,60 Days,Google Ads,0.05,"$11,450.00 ",2.89,New York,Spanish,685,7667,6,Fashionistas,8/20/2021,8.9344
233,Datatech Solutions,Email,Women 35-44,60 Days,Facebook,0.02,"$14,372.00 ",4.26,Houston,Spanish,703,6178,2,Tech Enthusiasts,8/21/2021,11.3791
234,Innovate Industries,Search,Men 25-34,60 Days,Website,0.04,"$15,105.00 ",5.61,Chicago,German,366,8306,1,Fashionistas,8/22/2021,4.4065
235,Alpha Innovations,Display,Men 25-34,15 Days,Facebook,0.07,"$10,319.00 ",7.47,Chicago,German,409,4851,6,Outdoor Adventurers,8/23/2021,8.4313
236,Techcorp,Search,Women 25-34,45 Days,Google Ads,0.04,"$5,220.00 ",4.79,New York,French,662,8586,2,Fashionistas,8/24/2021,7.7102
237,Nexgen Systems,Search,Men 18-24,30 Days,Email,0.14,"$15,820.00 ",5.12,Chicago,German,240,6283,9,Health & Wellness,8/25/2021,3.8198
238,Innovate Industries,Display,Men 18-24,60 Days,Website,0.01,"$18,076.00 ",3.13,New York,English,320,5064,6,Fashionistas,8/26/2021,6.3191
239,Innovate Industries,Social Media,Women 25-34,60 Days,Email,0.08,"$18,074.00 ",5.99,Chicago,German,587,4909,5,Outdoor Adventurers,8/27/2021,11.9576
240,Alpha Innovations,Email,Women 35-44,60 Days,Google Ads,0.1,"$6,676.00 ",5.75,Los Angeles,Spanish,119,6702,7,Tech Enthusiasts,8/28/2021,1.7756
241,Innovate Industries,Display,Women 25-34,45 Days,Email,0.06,"$19,928.00 ",4.24,Miami,French,116,3794,4,Foodies,8/29/2021,3.0575
242,Nexgen Systems,Search,Women 25-34,60 Days,Google Ads,0.11,"$14,322.00 ",5.66,New York,Spanish,872,8759,2,Fashionistas,8/30/2021,9.9555
243,Alpha Innovations,Influencer,Men 18-24,60 Days,Website,0.1,"$19,463.00 ",3.02,Miami,Mandarin,970,8060,3,Tech Enthusiasts,8/31/2021,12.0347
244,Alpha Innovations,Influencer,Men 25-34,45 Days,Google Ads,0.13,"$12,616.00 ",5.23,New York,German,864,1054,6,Fashionistas,9/1/2021,81.9734
245,Datatech Solutions,Influencer,Women 25-34,30 Days,Website,0.12,"$14,856.00 ",2.05,Chicago,Mandarin,597,2672,3,Fashionistas,9/2/2021,22.3428
246,Datatech Solutions,Display,Men 18-24,15 Days,Instagram,0.14,"$19,347.00 ",3.49,Houston,French,993,5113,2,Tech Enthusiasts,9/3/2021,19.4211
247,Datatech Solutions,Social Media,Men 25-34,15 Days,Google Ads,0.15,"$14,124.00 ",6.53,New York,Spanish,967,4832,8,Health & Wellness,9/4/2021,20.0124
248,Datatech Solutions,Social Media,Women 25-34,45 Days,Google Ads,0.15,"$9,761.00 ",3.26,Chicago,Mandarin,350,4327,10,Outdoor Adventurers,9/5/2021,8.0887
249,Datatech Solutions,Social Media,Women 35-44,30 Days,Google Ads,0.1,"$5,575.00 ",3.42,Houston,English,324,2310,6,Foodies,9/6/2021,14.026
250,Alpha Innovations,Display,All Ages,15 Days,Email,0.13,"$15,120.00 ",5.25,Chicago,Mandarin,897,1928,7,Fashionistas,9/7/2021,46.5249
251,Innovate Industries,Display,Women 25-34,45 Days,Website,0.1,"$16,108.00 ",2.15,New York,French,162,7983,7,Fashionistas,9/8/2021,2.0293
252,Innovate Industries,Display,Men 18-24,60 Days,Email,0.03,"$6,459.00 ",5.33,Houston,Mandarin,949,7441,4,Outdoor Adventurers,9/9/2021,12.7537
253,Alpha Innovations,Search,All Ages,30 Days,Email,0.08,"$16,937.00 ",4.24,Houston,French,154,7455,9,Tech Enthusiasts,9/10/2021,2.0657
254,Innovate Industries,Influencer,Women 35-44,60 Days,Facebook,0.07,"$11,092.00 ",4.55,Los Angeles,English,735,7035,7,Foodies,9/11/2021,10.4478
255,Innovate Industries,Social Media,Women 35-44,30 Days,Facebook,0.05,"$6,772.00 ",5.55,New York,Spanish,341,9370,2,Fashionistas,9/12/2021,3.6393
256,Nexgen Systems,Influencer,Men 25-34,30 Days,Youtube,0.08,"$7,331.00 ",2.27,Miami,Spanish,222,7421,7,Health & Wellness,9/13/2021,2.9915
257,Innovate Industries,Display,Men 25-34,45 Days,Youtube,0.02,"$16,189.00 ",6.92,New York,German,841,9783,7,Foodies,9/14/2021,8.5965
258,Innovate Industries,Display,Women 35-44,30 Days,Instagram,0.06,"$11,003.00 ",7.63,Miami,Mandarin,986,6349,3,Fashionistas,9/15/2021,15.53
259,Nexgen Systems,Social Media,Men 25-34,15 Days,Google Ads,0.07,"$7,726.00 ",7.64,Houston,German,314,4021,4,Tech Enthusiasts,9/16/2021,7.809
260,Innovate Industries,Search,Men 25-34,30 Days,Website,0.03,"$15,424.00 ",2.56,New York,English,838,9611,6,Tech Enthusiasts,9/17/2021,8.7192
261,Alpha Innovations,Display,Men 18-24,45 Days,Instagram,0.04,"$13,154.00 ",5.69,Chicago,Spanish,394,7139,2,Health & Wellness,9/18/2021,5.519
262,Alpha Innovations,Email,Men 18-24,60 Days,Google Ads,0.04,"$9,005.00 ",3.35,Los Angeles,Mandarin,536,7663,4,Foodies,9/19/2021,6.9946
263,Techcorp,Search,All Ages,30 Days,Google Ads,0.12,"$13,481.00 ",6.44,Chicago,Mandarin,143,5377,8,Tech Enthusiasts,9/20/2021,2.6595
264,Techcorp,Social Media,Men 18-24,45 Days,Email,0.05,"$9,957.00 ",3.16,Houston,French,426,4894,10,Health & Wellness,9/21/2021,8.7045
265,Datatech Solutions,Social Media,Women 25-34,45 Days,Facebook,0.07,"$12,840.00 ",3.29,Houston,French,295,9944,9,Foodies,9/22/2021,2.9666
266,Alpha Innovations,Display,All Ages,30 Days,Website,0.07,"$18,572.00 ",7.1,Chicago,French,661,8775,2,Foodies,9/23/2021,7.5328
267,Nexgen Systems,Social Media,Men 18-24,15 Days,Website,0.07,"$7,981.00 ",4.52,Houston,German,441,9476,7,Outdoor Adventurers,9/24/2021,4.6539
268,Techcorp,Search,Women 25-34,30 Days,Google Ads,0.03,"$13,134.00 ",7.66,Houston,Mandarin,983,3980,4,Outdoor Adventurers,9/25/2021,24.6985
269,Alpha Innovations,Email,Women 25-34,45 Days,Email,0.09,"$17,232.00 ",3.77,Houston,French,354,9225,3,Health & Wellness,9/26/2021,3.8374
270,Alpha Innovations,Social Media,Men 18-24,45 Days,Google Ads,0.03,"$18,883.00 ",3.54,New York,Mandarin,570,9730,9,Fashionistas,9/27/2021,5.8582
271,Innovate Industries,Display,Men 25-34,15 Days,Instagram,0.03,"$14,168.00 ",3.39,New York,English,676,4287,1,Health & Wellness,9/28/2021,15.7686
272,Innovate Industries,Search,Men 25-34,30 Days,Email,0.09,"$8,078.00 ",4.65,Miami,Spanish,741,5040,2,Foodies,9/29/2021,14.7024
273,Techcorp,Search,Women 35-44,15 Days,Instagram,0.06,"$19,023.00 ",7.62,Los Angeles,German,274,4451,7,Tech Enthusiasts,9/30/2021,6.1559
274,Datatech Solutions,Social Media,All Ages,45 Days,Facebook,0.08,"$12,970.00 ",7.25,Los Angeles,French,860,6750,6,Foodies,10/1/2021,12.7407
275,Alpha Innovations,Influencer,Women 35-44,60 Days,Email,0.06,"$8,786.00 ",7.56,Houston,Mandarin,397,6102,8,Foodies,10/2/2021,6.5061
276,Nexgen Systems,Influencer,All Ages,60 Days,Google Ads,0.07,"$14,623.00 ",3.05,Los Angeles,English,449,7339,1,Fashionistas,10/3/2021,6.118
277,Datatech Solutions,Email,Men 25-34,15 Days,Instagram,0.08,"$6,326.00 ",5.2,Miami,French,461,7818,2,Health & Wellness,10/4/2021,5.8966
278,Datatech Solutions,Email,All Ages,30 Days,Website,0.03,"$18,728.00 ",5.48,Houston,Mandarin,831,9026,10,Health & Wellness,10/5/2021,9.2067
279,Datatech Solutions,Email,Men 18-24,30 Days,Email,0.14,"$12,494.00 ",7.56,Miami,German,631,9863,10,Fashionistas,10/6/2021,6.3976
280,Nexgen Systems,Display,Men 25-34,60 Days,Instagram,0.02,"$11,640.00 ",6.62,Los Angeles,German,560,1229,8,Health & Wellness,10/7/2021,45.5655
281,Nexgen Systems,Search,Women 25-34,60 Days,Instagram,0.01,"$8,340.00 ",3.9,Houston,Mandarin,570,8066,5,Health & Wellness,10/8/2021,7.0667
282,Alpha Innovations,Display,Women 25-34,60 Days,Email,0.11,"$10,909.00 ",6.21,Los Angeles,French,921,2726,2,Outdoor Adventurers,10/9/2021,33.7858
283,Datatech Solutions,Email,All Ages,60 Days,Youtube,0.05,"$12,008.00 ",3.01,New York,Mandarin,262,8773,5,Tech Enthusiasts,10/10/2021,2.9864
284,Nexgen Systems,Email,Women 25-34,45 Days,Instagram,0.15,"$15,178.00 ",7.68,Chicago,English,294,9365,4,Health & Wellness,10/11/2021,3.1393
285,Innovate Industries,Search,Women 35-44,30 Days,Youtube,0.02,"$8,493.00 ",6.92,Houston,Spanish,257,7802,1,Health & Wellness,10/12/2021,3.294
286,Techcorp,Email,Women 35-44,45 Days,Youtube,0.06,"$11,813.00 ",6.03,Miami,German,441,6520,6,Fashionistas,10/13/2021,6.7638
287,Alpha Innovations,Influencer,All Ages,45 Days,Instagram,0.14,"$11,491.00 ",7.08,Chicago,Spanish,433,8276,7,Outdoor Adventurers,10/14/2021,5.232
288,Innovate Industries,Email,Men 18-24,60 Days,Google Ads,0.05,"$13,976.00 ",5.28,Chicago,German,554,8163,4,Outdoor Adventurers,10/15/2021,6.7867
289,Alpha Innovations,Search,Men 25-34,30 Days,Google Ads,0.02,"$6,300.00 ",4.47,Houston,French,704,4780,4,Outdoor Adventurers,10/16/2021,14.728
290,Techcorp,Search,Women 35-44,60 Days,Instagram,0.04,"$9,263.00 ",5.88,Houston,Spanish,399,8595,4,Health & Wellness,10/17/2021,4.6422
291,Datatech Solutions,Display,Men 25-34,15 Days,Facebook,0.05,"$6,609.00 ",2.27,New York,German,664,4193,4,Foodies,10/18/2021,15.8359
292,Innovate Industries,Search,Women 35-44,60 Days,Website,0.04,"$5,037.00 ",4.3,Los Angeles,English,784,9745,1,Tech Enthusiasts,10/19/2021,8.0452
293,Innovate Industries,Email,Men 25-34,15 Days,Facebook,0.04,"$18,537.00 ",2.25,Chicago,Mandarin,697,5523,6,Outdoor Adventurers,10/20/2021,12.62
294,Techcorp,Social Media,Women 25-34,30 Days,Website,0.12,"$14,238.00 ",4.53,New York,English,552,1050,6,Foodies,10/21/2021,52.5714
295,Datatech Solutions,Display,Men 18-24,60 Days,Website,0.05,"$14,949.00 ",2.09,Los Angeles,German,200,2467,8,Tech Enthusiasts,10/22/2021,8.107
296,Innovate Industries,Influencer,Women 25-34,45 Days,Youtube,0.06,"$6,243.00 ",5.09,Houston,German,924,5798,8,Health & Wellness,10/23/2021,15.9365
297,Alpha Innovations,Display,All Ages,30 Days,Instagram,0.05,"$12,470.00 ",7.2,Los Angeles,Spanish,247,4962,10,Outdoor Adventurers,10/24/2021,4.9778
298,Techcorp,Display,Men 25-34,15 Days,Google Ads,0.06,"$14,236.00 ",5.67,Chicago,English,801,3054,4,Fashionistas,10/25/2021,26.2279
299,Datatech Solutions,Display,Men 25-34,60 Days,Email,0.02,"$18,677.00 ",3.71,Los Angeles,Mandarin,334,1647,1,Foodies,10/26/2021,20.2793
300,Innovate Industries,Social Media,All Ages,60 Days,Email,0.06,"$17,986.00 ",7.99,Chicago,German,199,8846,10,Tech Enthusiasts,10/27/2021,2.2496
301,Alpha Innovations,Social Media,Women 25-34,15 Days,Google Ads,0.07,"$11,553.00 ",6.05,New York,Mandarin,420,3838,1,Health & Wellness,10/28/2021,10.9432
302,Alpha Innovations,Display,Women 25-34,60 Days,Website,0.02,"$10,856.00 ",6.46,Houston,French,406,6117,6,Fashionistas,10/29/2021,6.6372
303,Innovate Industries,Email,Men 18-24,30 Days,Google Ads,0.12,"$14,564.00 ",6.35,Houston,Mandarin,771,3901,2,Foodies,10/30/2021,19.7642
304,Techcorp,Email,Men 25-34,30 Days,Facebook,0.03,"$7,215.00 ",6.82,New York,Spanish,586,7959,2,Health & Wellness,10/31/2021,7.3627
305,Datatech Solutions,Search,Women 25-34,15 Days,Google Ads,0.1,"$14,291.00 ",2.94,Los Angeles,German,872,6875,7,Tech Enthusiasts,11/1/2021,12.6836
306,Datatech Solutions,Display,Men 18-24,15 Days,Youtube,0.09,"$5,189.00 ",4.71,Miami,English,845,2395,9,Health & Wellness,11/2/2021,35.2818
307,Alpha Innovations,Display,Women 25-34,30 Days,Youtube,0.03,"$8,249.00 ",6.02,New York,English,566,9149,10,Tech Enthusiasts,11/3/2021,6.1865
308,Innovate Industries,Email,Men 18-24,45 Days,Facebook,0.14,"$14,830.00 ",7.55,Los Angeles,Spanish,858,8551,1,Tech Enthusiasts,11/4/2021,10.0339
309,Innovate Industries,Display,Women 35-44,30 Days,Website,0.1,"$5,187.00 ",5.4,Miami,Mandarin,254,2409,8,Health & Wellness,11/5/2021,10.5438
310,Nexgen Systems,Display,All Ages,30 Days,Website,0.12,"$6,813.00 ",5.59,Houston,Spanish,803,2031,3,Foodies,11/6/2021,39.5372
311,Innovate Industries,Search,All Ages,60 Days,Instagram,0.04,"$15,776.00 ",3,Houston,Spanish,325,5452,3,Outdoor Adventurers,11/7/2021,5.9611
312,Innovate Industries,Social Media,Men 18-24,15 Days,Instagram,0.06,"$7,059.00 ",2.34,Los Angeles,Mandarin,695,4167,4,Tech Enthusiasts,11/8/2021,16.6787
313,Datatech Solutions,Influencer,Women 25-34,45 Days,Instagram,0.11,"$5,829.00 ",7.9,Chicago,German,195,8154,9,Tech Enthusiasts,11/9/2021,2.3915
314,Techcorp,Display,All Ages,45 Days,Google Ads,0.09,"$8,756.00 ",4.02,Houston,French,513,6124,9,Health & Wellness,11/10/2021,8.3769
315,Techcorp,Email,All Ages,60 Days,Website,0.14,"$13,515.00 ",5.54,Los Angeles,Spanish,645,1813,2,Health & Wellness,11/11/2021,35.5764
316,Nexgen Systems,Social Media,Women 35-44,60 Days,Website,0.1,"$11,573.00 ",3.89,Chicago,German,439,1258,1,Foodies,11/12/2021,34.8967
317,Nexgen Systems,Social Media,Women 25-34,45 Days,Instagram,0.02,"$18,073.00 ",4.1,New York,English,737,7217,5,Outdoor Adventurers,11/13/2021,10.212
318,Innovate Industries,Social Media,Men 18-24,45 Days,Website,0.06,"$10,446.00 ",2.69,Chicago,French,568,2153,8,Tech Enthusiasts,11/14/2021,26.3818
319,Innovate Industries,Influencer,Women 25-34,45 Days,Email,0.15,"$10,042.00 ",4.24,Los Angeles,English,458,5007,7,Fashionistas,11/15/2021,9.1472
320,Alpha Innovations,Email,Men 25-34,45 Days,Youtube,0.05,"$16,416.00 ",7.45,New York,French,233,6820,1,Fashionistas,11/16/2021,3.4164
